report_month,serial_no,project_code,state,approval_date,start_date,target_doc,revised_doc,physical_progress
2026-07,21,298178,Uttar Pradesh,2023-08,2025-03,2028-03,2023-08,56.0
2026-07,13,317725,Uttarakhand,2024-08,2026-04,2029-04,2024-08,14.0
2026-07,35,364934,Chhattisgarh,2025-01,2026-07,2028-07,2028-07,36.0
2026-07,662,400006,Madhya Pradesh,2022-03,2026-03,2018-03,2019-04,6.0
2026-07,14,400010,Karnataka,2018-10,2018-10,2026-05,2026-08,15.0
2026-07,341,400012,Uttar Pradesh,2023-03,2023-03,2027-07,2023-03,96.0
2026-07,204,400013,Arunachal Pradesh,2023-12,2024-09,2026-09,2027-03,87.7
2026-07,42,400018,Chhattisgarh,2016-03,2016-03,2023-03,2027-03,43.0
2026-07,639,400022,Chhattisgarh,2026-12,2016-09,2016-03,2024-10,48.0
2026-07,576,400023,Jharkhand,2022-05,2024-05,2030-06,2030-06,0.5
2026-07,82,400033,Madhya Pradesh,2029-03,2016-03,2016-03,2021-03,83.0
2026-07,339,400043,Maharashtra,2022-06,2022-01,2024-08,2026-08,81.0
2026-07,663,400045,Odisha,2024-08,2024-08,2029-12,2019-03,82.0
2026-07,664,400047,Odisha,2019-03,2020-02,2025-12,2027-01,53.0
2026-07,665,400048,Odisha,1995-11,2014-02,2025-03,2028-03,6.6
2026-07,179,400062,Uttar Pradesh,2019-03,2020-03,2024-03,2029-09,40.0
2026-07,43,400073,Chhattisgarh,2015-02,2015-02,2026-03,2015-07,44.0
2026-07,44,400074,Chhattisgarh,2015-07,2015-07,2026-03,2016-07,45.0
2026-07,13,400081,Arunachal Pradesh,2023-11,2023-12,2026-06,2027-06,14.0
2026-07,365,400087,Chhattisgarh,2023-04,2023-04,2024-12,2026-12,95.6
2026-07,1746,400100,Andhra Pradesh,2017-08,2019-07,2025-12,2010-03,95.88
2026-07,1747,400101,Andhra Pradesh,2017-08,2019-07,2025-12,2010-03,98.3
2026-07,1771,400102,Madhya Pradesh,2009-04,2009-04,2019-12,2026-06,97.0
2026-07,1772,400103,Madhya Pradesh,2009-04,2009-04,2019-12,2026-06,92.0
2026-07,1750,400111,Andhra Pradesh,2010-03,2018-03,2025-04,2026-12,73.0
2026-07,1755,400115,Andhra Pradesh,2018-05,2021-12,2025-03,2026-08,75.0
2026-07,1756,400116,Andhra Pradesh,2005-04,2006-01,2019-12,2026-06,81.52
2026-07,405,400119,Chhattisgarh,2022-03,2031-09,2022-04,2022-04,90.0
2026-07,344,400120,Andhra Pradesh,2024-07,2024-07,2028-10,2028-03,5.0
2026-07,510,400121,Chhattisgarh,2025-06,2025-06,2026-12,2015-03,70.33
2026-07,45,400136,Chhattisgarh,2016-07,2016-07,2025-03,2027-03,46.0
2026-07,46,400138,Chhattisgarh,2027-03,2018-05,2018-05,2026-03,47.0
2026-07,47,400139,Chhattisgarh,2028-03,2023-01,2023-01,2029-03,48.0
2026-07,297,400141,Madhya Pradesh,2016-05,2017-11,2023-03,2026-06,95.64
2026-07,48,400142,Chhattisgarh,2022-10,2022-10,2033-03,2024-11,49.0
2026-07,28,400144,Uttar Pradesh,2023-11,2023-12,2026-06,2027-06,10.0
2026-07,69,400148,Madhya Pradesh,2023-01,2023-01,2030-03,2011-02,8.0
2026-07,29,400149,Uttar Pradesh,2023-11,2023-12,2026-06,2027-06,40.0
2026-07,49,400150,Chhattisgarh,2024-11,2024-11,2030-03,2025-01,50.0
2026-07,50,400151,Chhattisgarh,2025-01,2025-01,2029-03,2025-09,51.0
2026-07,51,400153,Chhattisgarh,2025-09,2025-09,2032-03,2024-12,52.0
2026-07,52,400154,Chhattisgarh,2024-12,2024-12,2033-03,2022-08,53.0
2026-07,53,400155,Chhattisgarh,2024-12,2024-12,2033-03,2022-08,54.0
2026-07,54,400156,Chhattisgarh,2024-12,2024-12,2033-03,2022-08,55.0
2026-07,55,400160,Chhattisgarh,2024-12,2024-12,2033-03,2022-08,56.0
2026-07,70,400162,Madhya Pradesh,2023-01,2030-03,2011-02,2011-02,25.0
2026-07,110,400165,Madhya Pradesh,2016-08,2016-08,2022-03,2027-03,46.57
2026-07,111,400166,Madhya Pradesh,2018-11,2019-01,2021-03,2027-03,61.04
2026-07,366,400167,Chhattisgarh,2023-10,2023-10,2027-03,2020-01,96.8
2026-07,390,400168,Madhya Pradesh,2024-03,2024-03,2027-01,2006-01,91.9
2026-07,367,400169,Chhattisgarh,2020-01,2020-01,2023-04,2026-12,93.7
2026-07,412,400171,Odisha,2021-04,2021-04,2026-03,2026-09,95.9
2026-07,56,400172,Jharkhand,2022-08,2022-08,2029-03,2022-01,57.0
2026-07,129,400173,West Bengal,2023-04,2023-04,2033-03,2024-03,31.52
2026-07,505,400174,Chhattisgarh,2021-08,2022-07,2028-12,2028-03,64.26
2026-07,83,400177,Madhya Pradesh,2027-03,2019-07,2019-07,2023-03,84.0
2026-07,84,400178,Madhya Pradesh,2023-03,2027-03,2020-11,2020-11,85.0
2026-07,130,400180,West Bengal,2022-11,2022-11,2029-03,2023-04,17.13
2026-07,131,400181,West Bengal,2023-04,2023-04,2030-03,2022-10,61.0
2026-07,112,400183,Madhya Pradesh,2018-09,2018-09,2024-03,2027-03,30.0
2026-07,113,400185,Madhya Pradesh,2018-11,2018-11,2024-03,2027-03,35.8
2026-07,132,400186,West Bengal,2016-03,2017-05,2026-03,2019-07,12.14
2026-07,114,400187,Madhya Pradesh,2024-09,2024-09,2029-03,2024-01,82.9
2026-07,247,400188,Uttar Pradesh,2024-12,2024-12,2026-06,2026-12,46.7
2026-07,147,400192,Chhattisgarh,2020-04,2020-04,2026-03,2028-03,37.0
2026-07,145,400203,Chhattisgarh,2020-04,2020-04,2029-03,2021-07,49.0
2026-07,698,400204,Uttar Pradesh,2025-04,2026-05,2028-03,2019-04,81.17
2026-07,699,400205,Uttar Pradesh,2019-04,2019-11,2026-11,2026-11,15.0
2026-07,547,400220,Chhattisgarh,2020-03,2027-06,2009-08,2020-09,95.15
2026-07,659,400223,Madhya Pradesh,2018-10,2022-01,2026-03,2026-06,80.0
2026-07,143,400231,West Bengal,2023-01,2023-01,2029-03,2020-04,4.1
2026-07,666,400232,Odisha,1995-11,2014-02,2025-03,2028-03,24.0
2026-07,711,400247,Uttar Pradesh,2017-11,2020-04,2025-03,2026-05,19.0
2026-07,534,400254,Andhra Pradesh,2023-07,2025-01,2026-07,2014-01,45.0
2026-07,166,400261,Himachal Pradesh,2024-09,2024-09,2029-09,2029-11,2.0
2026-07,712,400273,Uttar Pradesh,2017-11,2019-03,2025-03,2026-03,75.0
2026-07,611,400275,Andhra Pradesh,2015-09,2015-09,2026-12,2026-12,25.0
2026-07,693,400280,Tamil Nadu,2028-06,2022-09,2023-06,2024-12,99.9
2026-07,548,400291,Chhattisgarh,2027-01,2002-08,2000-02,2023-03,2.0
2026-07,524,400298,Andhra Pradesh,2024-09,2024-10,2028-03,2025-01,24.0
2026-07,298,400299,Madhya Pradesh,2016-07,2019-09,2023-10,2026-08,5.0
2026-07,340,400301,Maharashtra,2022-06,2022-01,2024-08,2026-08,86.4
2026-07,133,400312,West Bengal,2019-07,2019-05,2025-03,2026-03,52.04
2026-07,134,400315,West Bengal,2026-03,2017-08,2022-12,2025-03,18.5
2026-07,71,400321,Madhya Pradesh,2026-12,2020-11,2020-11,2028-03,72.0
2026-07,57,400352,Jharkhand,2022-01,2022-01,2032-03,2022-01,58.0
2026-07,85,400353,Madhya Pradesh,2020-11,2025-03,2028-03,2014-12,1.0
2026-07,30,400354,Uttar Pradesh,2023-11,2023-12,2026-06,2027-06,70.0
2026-07,108,400369,Madhya Pradesh,2030-03,2021-03,2021-04,2029-03,16.0
2026-07,115,400392,Madhya Pradesh,2024-01,2025-01,2030-03,2024-06,53.54
2026-07,146,400416,Chhattisgarh,2023-12,2023-12,2030-03,2020-04,2.0
2026-07,31,400424,Uttar Pradesh,2018-05,2023-06,2025-07,2026-12,1.0
2026-07,58,400425,Jharkhand,2022-01,2022-01,2029-03,2024-03,8.5
2026-07,296,400426,Madhya Pradesh,2015-11,2016-12,2024-03,2026-08,1.0
2026-07,36,425828,Chhattisgarh,2025-08,2026-06,2027-09,2027-09,1.0
2026-07,4,437130,Uttarakhand,2020-03,2020-07,2024-06,2022-06,5.0
2026-07,5,462136,Uttarakhand,2020-03,2020-07,2024-06,2022-06,6.0
2026-07,6,476006,Uttarakhand,2020-03,2020-07,2024-10,2022-06,7.0
2026-07,32,478482,Chhattisgarh,2023-03,2026-06,2027-12,2025-01,33.0
2026-07,29,505491,Chhattisgarh,2025-12,2026-04,2026-10,2027-10,30.0
2026-07,19,547243,,2023-08,2025-04,2029-04,2023-08,2.0
2026-07,34,589703,Chhattisgarh,2026-06,2027-12,2025-01,2026-07,35.0
2026-07,494,601812,Andhra Pradesh,2025-10,2028-10,2024-08,2025-10,4.87
2026-07,19,602096,Arunachal Pradesh,2009-09,2014-06,2029-12,2022-03,20.0
2026-07,312,602098,Himachal Pradesh,2024-07,2026-01,2025-05,2026-01,1.0
2026-07,309,602099,Arunachal Pradesh,2009-09,2013-03,2026-08,2024-08,98.6
2026-07,21,602181,Arunachal Pradesh,2022-06,2022-01,2024-08,2026-08,22.0
2026-07,18,602182,Arunachal Pradesh,2009-09,2014-09,2022-03,2026-10,19.0
2026-07,180,602184,Uttar Pradesh,2021-03,2021-08,2024-05,2026-11,6.0
2026-07,177,602185,Uttar Pradesh,2025-11,2025-11,2031-01,2031-05,76.07
2026-07,178,602195,Uttar Pradesh,2019-03,2020-03,2024-03,2029-09,2.0
2026-07,24,602223,Arunachal Pradesh,2003-09,2005-01,2010-09,2027-03,25.0
2026-07,162,602525,Arunachal Pradesh,2026-04,2026-04,2032-10,2019-03,82.05
2026-07,163,602532,Himachal Pradesh,2019-03,2019-06,2024-01,2026-05,87.0
2026-07,164,602535,Himachal Pradesh,2024-11,2025-03,2030-07,2030-07,31.53
2026-07,181,602538,Uttar Pradesh,2021-03,2021-08,2024-05,2026-11,33.0
2026-07,154,602579,Arunachal Pradesh,2018-02,2022-05,2025-06,2027-06,3.0
2026-07,159,602582,Arunachal Pradesh,2024-12,2025-05,2029-07,2025-09,80.69
2026-07,160,602593,Arunachal Pradesh,2024-12,2025-05,2029-07,2025-09,52.13
2026-07,549,602792,Chhattisgarh,2002-08,2000-02,2023-03,2025-08,23.0
2026-07,661,602797,Madhya Pradesh,2007-01,1999-02,2027-03,2027-12,15.0
2026-07,170,602961,Madhya Pradesh,2014-10,2018-02,2020-04,2026-12,1.0
2026-07,493,603210,Andhra Pradesh,2018-05,2021-12,2023-12,2028-05,6.32
2026-07,148,603293,Chhattisgarh,2023-01,2023-01,2028-03,2024-11,2.0
2026-07,1766,603945,Madhya Pradesh,1996-04,1996-04,2019-12,2026-03,62.85
2026-07,39,604791,Assam,2021-08,2021-08,2024-07,2027-03,40.0
2026-07,417,604795,Tamil Nadu,2025-08,2025-08,2027-05,2022-06,10.2
2026-07,335,604833,Uttar Pradesh,2022-09,2022-11,2024-10,2026-01,5.0
2026-07,342,604852,Uttar Pradesh,2023-03,2023-03,2027-07,2023-05,72.0
2026-07,375,604853,Gujarat,2017-02,2017-02,2026-03,2026-12,65.4
2026-07,402,604859,Chhattisgarh,2025-06,2028-03,2025-04,2025-04,94.9
2026-07,38,604863,Assam,2023-04,2023-04,2024-12,2026-12,39.0
2026-07,165,605155,Himachal Pradesh,2023-08,2023-08,2028-06,2028-11,3.0
2026-07,20,605156,Arunachal Pradesh,2024-02,2024-03,2028-02,2026-12,21.0
2026-07,323,605292,Madhya Pradesh,2023-12,2024-04,2027-02,2009-09,100.0
2026-07,304,606013,Arunachal Pradesh,2017-04,2017-04,2022-12,2026-06,98.6
2026-07,7,606112,Arunachal Pradesh,2016-12,2018-03,2025-03,2026-06,8.0
2026-07,313,606431,Himachal Pradesh,2009-09,2022-11,2025-09,2026-01,86.5
2026-07,328,606479,Uttar Pradesh,2023-09,2024-01,2026-06,2027-08,99.1
2026-07,681,607653,Odisha,2024-08,2026-05,2029-12,1994-03,19.0
2026-07,23,607709,Arunachal Pradesh,2024-12,2025-05,2029-07,2023-02,24.0
2026-07,330,609019,Uttar Pradesh,2024-08,2025-04,2027-10,2020-08,30.0
2026-07,480,609424,Uttar Pradesh,2022-08,2023-10,2025-10,2026-11,60.0
2026-07,12,609736,Arunachal Pradesh,2023-11,2023-12,2026-06,2027-06,13.0
2026-07,327,609996,Telangana,2026-11,2023-09,2024-01,2026-06,90.39
2026-07,319,610315,Himachal Pradesh,2021-03,2022-08,2024-11,2026-03,98.5
2026-07,380,610984,Jharkhand,2022-05,2022-05,2025-02,2021-07,66.2
2026-07,10,611047,Andhra Pradesh,2020-06,2020-09,2022-09,2026-11,11.0
2026-07,24,611495,Uttar Pradesh,2022-06,2023-05,2026-03,2026-06,25.0
2026-07,167,611509,Himachal Pradesh,2021-03,2021-05,2025-12,2025-12,2.0
2026-07,16,611570,Maharashtra,2022-06,2022-07,2026-06,2026-09,17.0
2026-07,161,611586,Arunachal Pradesh,2025-09,2025-09,2031-09,2026-04,34.66
2026-07,21,611602,Maharashtra,2020-12,2022-10,2025-09,2026-08,22.0
2026-07,623,611669,Andhra Pradesh,2016-04,2021-01,2025-01,2025-12,25.0
2026-07,17,611698,Arunachal Pradesh,2019-05,2021-06,2023-11,2025-12,18.0
2026-07,16,611699,Arunachal Pradesh,2009-09,2013-03,2026-08,2024-08,17.0
2026-07,15,611716,Arunachal Pradesh,2009-09,2013-03,2026-08,2024-08,16.0
2026-07,224,611735,Arunachal Pradesh,2014-10,2014-10,2018-12,2027-03,8.0
2026-07,591,611751,Madhya Pradesh,2010-02,2025-02,2027-03,2027-01,84.0
2026-07,525,611752,Andhra Pradesh,2025-01,2025-02,2028-07,2025-01,24.0
2026-07,526,611754,Andhra Pradesh,2025-01,2025-02,2028-07,2023-09,0.0
2026-07,683,611855,Rajasthan,2012-03,2016-09,2024-11,2026-01,75.0
2026-07,59,611864,Jharkhand,2024-03,2024-03,2032-03,2020-08,60.0
2026-07,570,611884,Gujarat,2023-02,2025-11,2028-01,2028-02,20.0
2026-07,376,611917,Gujarat,2021-04,2021-04,2025-03,2026-10,25.0
2026-07,558,611918,Chhattisgarh,2022-12,2023-03,2027-03,2009-07,24.88
2026-07,527,611927,Andhra Pradesh,2023-09,2023-09,2027-09,2027-09,24.0
2026-07,684,611929,Rajasthan,2015-12,2016-01,2027-12,2028-03,51.346
2026-07,156,611930,Arunachal Pradesh,2019-09,2056-12,2027-04,2023-02,1.0
2026-07,559,611943,Chhattisgarh,2022-12,2023-03,2027-03,2009-07,22.5
2026-07,560,611945,Chhattisgarh,2022-12,2023-03,2027-03,2009-07,53.53
2026-07,236,611949,Madhya Pradesh,2024-08,2024-08,2026-08,2026-12,1.0
2026-07,315,611957,Himachal Pradesh,2026-10,2020-12,2021-02,2025-03,67.5
2026-07,320,611961,Madhya Pradesh,2021-03,2022-08,2024-11,2026-03,72.0
2026-07,329,611963,Uttar Pradesh,2019-10,2020-07,2023-06,2026-11,63.0
2026-07,561,611970,Chhattisgarh,2022-12,2023-03,2027-03,2009-07,24.08
2026-07,562,611971,Chhattisgarh,2009-07,2009-12,2025-09,2025-12,24.0
2026-07,563,611974,Chhattisgarh,2014-04,2014-04,2022-03,2026-12,38.2
2026-07,273,612066,Maharashtra,2029-09,2025-07,2025-07,2029-07,1.0
2026-07,274,612068,Maharashtra,2025-07,2025-07,2029-07,2025-12,12.48
2026-07,564,612072,Chhattisgarh,2022-06,2024-03,2030-06,2030-06,23.0
2026-07,713,612096,Uttar Pradesh,2017-03,2023-03,2024-12,2026-01,2.0
2026-07,310,612128,Himachal Pradesh,2019-05,2021-06,2023-11,2025-12,1.0
2026-07,223,612132,Arunachal Pradesh,2026-02,2026-02,2028-08,2014-10,20.0
2026-07,234,612133,Madhya Pradesh,2024-02,2024-02,2026-02,2026-08,3.5
2026-07,237,612134,Madhya Pradesh,2024-08,2024-08,2026-08,2027-04,5.5
2026-07,229,612138,Maharashtra,2024-11,2024-11,2029-05,2024-11,5.5
2026-07,185,612139,Arunachal Pradesh,2008-08,2014-01,2022-12,2028-06,2.0
2026-07,200,612140,Jharkhand,2025-02,2025-02,2026-11,2027-06,95.95
2026-07,176,612142,Uttar Pradesh,2022-08,2022-09,2027-05,2028-05,4.0
2026-07,470,612167,Andhra Pradesh,1900-01,1900-01,1900-01,1900-01,78.0
2026-07,5,612183,Andhra Pradesh,1996-04,1996-12,2022-12,2026-03,6.0
2026-07,471,612186,Andhra Pradesh,2020-01,2026-03,2028-12,2018-10,50.0
2026-07,6,612194,Andhra Pradesh,2019-12,2026-12,2023-03,2024-01,7.0
2026-07,472,612211,Andhra Pradesh,2018-10,2018-12,2026-12,2026-07,58.0
2026-07,475,612213,Andhra Pradesh,2021-08,2023-04,2026-12,2021-02,67.0
2026-07,478,612259,Maharashtra,2022-06,2023-04,2026-03,2027-05,9.0
2026-07,477,612513,Maharashtra,2026-08,2022-06,2023-04,2026-03,7.2
2026-07,473,612745,Andhra Pradesh,2018-12,2018-12,2022-08,2026-10,32.0
2026-07,474,612748,Andhra Pradesh,2022-10,2024-02,2026-12,2021-08,28.1
2026-07,518,612781,West Bengal,2023-11,2023-12,2026-11,2027-11,37.19
2026-07,1,612786,Arunachal Pradesh,2023-05,2023-05,2024-08,2026-08,6.0
2026-07,11,612787,Andhra Pradesh,2022-12,2023-08,2025-08,2026-08,12.0
2026-07,12,612788,Karnataka,2016-12,2018-03,2025-03,2026-06,28.0
2026-07,13,612789,Karnataka,2024-07,2024-07,2026-07,2026-11,14.0
2026-07,382,612790,Jharkhand,2022-08,2022-08,2027-03,2022-11,90.4
2026-07,25,612791,Uttar Pradesh,2026-03,2026-09,2023-11,2023-12,26.0
2026-07,3,612793,West Bengal,2025-06,2025-07,2027-08,2025-02,4.0
2026-07,550,612815,Chhattisgarh,2018-02,2025-12,2025-12,2018-03,95.0
2026-07,135,612816,West Bengal,2022-12,2025-03,2026-03,2021-07,8.41
2026-07,528,612827,Andhra Pradesh,2024-08,2027-06,2024-09,2024-10,24.0
2026-07,667,612834,Odisha,1995-11,2014-02,2025-03,2028-03,20.0
2026-07,592,612845,Madhya Pradesh,2011-03,2017-11,2019-03,2027-12,10.0
2026-07,306,612851,Arunachal Pradesh,2017-09,2017-12,2025-03,2026-03,100.0
2026-07,413,612853,Punjab,2015-12,2015-12,2018-04,2026-10,91.1
2026-07,186,612855,Arunachal Pradesh,2023-01,2025-02,2029-08,2014-09,82.0
2026-07,9,612876,Arunachal Pradesh,2016-12,2018-03,2025-03,2026-06,10.0
2026-07,322,612877,Madhya Pradesh,2020-03,2022-06,2026-06,2025-05,99.5
2026-07,256,612878,Uttarakhand,2016-07,2018-05,2025-12,2025-12,3.8
2026-07,11,612883,Arunachal Pradesh,2021-11,2022-07,2024-07,2026-12,12.0
2026-07,8,612885,Arunachal Pradesh,2016-12,2018-03,2025-03,2026-06,9.0
2026-07,311,612894,Himachal Pradesh,2022-07,2022-08,2024-07,2026-01,1.0
2026-07,6,612898,Arunachal Pradesh,2025-01,2025-02,2028-07,2016-12,7.0
2026-07,308,612916,Arunachal Pradesh,2019-09,2023-12,2027-06,2009-09,1.0
2026-07,694,613002,Tamil Nadu,2022-09,2023-06,2024-12,2024-02,0.0
2026-07,301,613008,Arunachal Pradesh,2016-09,2019-05,2023-03,2026-08,44.5
2026-07,10,613013,Arunachal Pradesh,2016-12,2018-03,2025-03,2026-06,11.0
2026-07,593,613015,Madhya Pradesh,2019-09,2023-12,2027-12,2028-06,24.0
2026-07,1775,613787,Madhya Pradesh,2017-08,2021-01,2021-03,2027-06,6.0
2026-07,136,613793,West Bengal,2021-07,2021-08,2026-03,2020-10,16.79
2026-07,137,613794,West Bengal,2020-10,2020-06,2026-03,2017-08,22.26
2026-07,32,613798,Uttar Pradesh,2024-07,2024-07,2027-07,2027-07,1.0
2026-07,33,613799,Uttar Pradesh,2024-07,2024-07,2027-07,2027-07,34.0
2026-07,34,613800,Uttar Pradesh,2027-07,2024-06,2024-07,2026-07,1.5
2026-07,35,613801,Uttar Pradesh,2024-06,2024-07,2026-07,2026-11,36.0
2026-07,72,613802,Madhya Pradesh,2020-05,2020-05,2028-03,2019-11,1.5
2026-07,73,613803,Madhya Pradesh,2019-11,2019-11,2025-03,2027-03,0.84
2026-07,74,613804,Madhya Pradesh,2023-12,2023-12,2037-03,2020-02,75.0
2026-07,60,613808,Jharkhand,2020-08,2020-08,2032-03,2020-08,61.0
2026-07,109,615183,Madhya Pradesh,2022-09,2028-03,2024-06,2024-06,57.12
2026-07,86,615184,Madhya Pradesh,2022-09,2022-09,2027-03,2022-11,87.0
2026-07,75,615185,Madhya Pradesh,2023-12,2023-12,2037-03,2020-02,76.0
2026-07,87,615186,Madhya Pradesh,2022-11,2022-11,2029-03,2022-07,3.0
2026-07,76,615187,Madhya Pradesh,2023-12,2023-12,2037-03,2020-02,77.0
2026-07,88,615188,Madhya Pradesh,2022-07,2023-01,2031-03,2022-07,4.9
2026-07,89,615189,Madhya Pradesh,2022-07,2023-09,2028-03,2019-08,2.0
2026-07,90,615190,Madhya Pradesh,2019-08,2019-08,2026-03,2027-03,91.0
2026-07,36,615191,Chhattisgarh,2024-08,2024-09,2027-03,2027-03,37.0
2026-07,91,615192,Madhya Pradesh,2025-02,2025-02,2032-03,2025-05,92.0
2026-07,77,615194,Madhya Pradesh,2023-12,2037-03,2020-02,2020-02,78.0
2026-07,78,615195,Madhya Pradesh,2020-02,2020-02,2029-03,2024-03,79.0
2026-07,92,615199,Madhya Pradesh,2025-05,2025-05,2030-03,2020-02,93.0
2026-07,497,615202,Andhra Pradesh,2020-12,2024-02,2027-02,2024-08,1.0
2026-07,79,615206,Madhya Pradesh,2029-03,2025-06,2025-07,2028-12,38.0
2026-07,93,615330,Maharashtra,2020-02,2022-05,2028-03,2015-08,3.0
2026-07,94,615331,Maharashtra,2015-08,2015-08,2025-03,2027-03,95.0
2026-07,238,615332,Madhya Pradesh,2025-03,2025-03,2027-03,2027-06,56.15
2026-07,230,615333,Madhya Pradesh,2024-11,2024-11,2026-11,2027-04,5.5
2026-07,231,615334,Madhya Pradesh,2024-11,2024-11,2026-11,2027-03,4.0
2026-07,239,615335,Rajasthan,2025-01,2025-01,2029-07,2023-12,20.0
2026-07,184,615336,Arunachal Pradesh,2024-03,2024-03,2030-02,2030-04,7.0
2026-07,240,615337,Rajasthan,2023-12,2025-12,2027-04,2024-12,5.5
2026-07,241,615338,Rajasthan,2024-12,2024-12,2026-12,2027-06,47.28
2026-07,226,615339,Maharashtra,2024-09,2024-09,2026-03,2026-09,6.0
2026-07,227,615340,Maharashtra,2025-10,2027-10,2024-11,2024-11,36.53
2026-07,187,615342,Arunachal Pradesh,2029-09,2019-06,2021-02,2024-01,3.0
2026-07,188,615343,Arunachal Pradesh,2025-03,2025-03,2027-12,2025-08,7.0
2026-07,207,615344,Madhya Pradesh,2025-01,2025-01,2027-06,2025-02,5.5
2026-07,189,615345,Arunachal Pradesh,2025-08,2025-08,2028-02,2023-11,2.0
2026-07,208,615346,Madhya Pradesh,2025-02,2025-02,2027-06,2025-03,72.39
2026-07,225,615347,Maharashtra,2014-12,2016-03,2018-12,2027-03,6.0
2026-07,61,615349,Jharkhand,2020-08,2020-08,2032-03,2016-03,62.0
2026-07,122,615818,Madhya Pradesh,2021-06,2021-06,2025-03,2027-03,20.0
2026-07,4,615820,West Bengal,2025-02,2025-03,2026-09,2025-01,5.0
2026-07,5,615821,Arunachal Pradesh,2025-02,2025-03,2026-09,2025-01,6.0
2026-07,62,615822,Jharkhand,2016-03,2019-11,2028-09,2020-08,63.0
2026-07,63,615843,Jharkhand,2020-08,2020-08,2028-03,2021-07,6.0
2026-07,116,615857,Madhya Pradesh,2024-06,2025-02,2030-03,2025-08,80.0
2026-07,123,615858,Telangana,2021-05,2021-05,2032-04,2021-02,5.0
2026-07,124,615860,Telangana,2029-03,2020-08,2020-08,2029-03,71.0
2026-07,125,615861,Telangana,2022-04,2022-04,2030-03,2018-05,81.0
2026-07,126,615862,Telangana,2018-05,2018-05,2027-03,2018-11,33.0
2026-07,127,615863,Telangana,2018-11,2018-11,2029-03,2020-03,2.0
2026-07,128,615865,Telangana,2020-03,2020-03,2026-03,2023-04,64.0
2026-07,95,615914,Maharashtra,2020-02,2020-02,2027-03,2019-02,96.0
2026-07,668,615915,Odisha,1995-11,2014-02,2025-03,2028-03,24.0
2026-07,96,615916,Maharashtra,2019-02,2021-10,2028-03,2022-01,97.0
2026-07,97,615917,Maharashtra,2022-01,2022-01,2028-03,2020-08,98.0
2026-07,98,615918,Maharashtra,2022-01,2022-01,2028-03,2020-08,99.0
2026-07,99,615919,Maharashtra,2022-01,2022-01,2028-03,2020-08,100.0
2026-07,100,615982,Maharashtra,2022-01,2022-01,2028-03,2020-08,79.83
2026-07,101,616044,Maharashtra,2026-03,2027-03,2019-05,2022-09,94.57
2026-07,102,616050,Maharashtra,2027-03,2022-06,2022-06,2026-03,98.97
2026-07,276,616221,Uttar Pradesh,2018-04,2019-03,2022-07,2018-04,1.0
2026-07,103,616223,Maharashtra,2026-03,2027-03,2022-05,2022-05,86.49
2026-07,64,616225,Jharkhand,2027-03,2021-05,2021-05,2031-03,1.5
2026-07,117,616226,Madhya Pradesh,2025-08,2025-08,2032-03,2020-08,50.0
2026-07,645,616227,Himachal Pradesh,2012-06,2008-12,2027-02,2027-02,3.0
2026-07,104,616229,Maharashtra,2029-03,2021-04,2021-04,2026-03,1.02
2026-07,138,616230,West Bengal,2017-08,2017-09,2025-03,2026-03,50.0
2026-07,118,616231,Madhya Pradesh,2020-08,2020-08,2024-03,2027-03,15.0
2026-07,119,616232,Madhya Pradesh,2024-03,2027-03,2021-06,2021-06,33.55
2026-07,120,616233,Madhya Pradesh,2021-06,2021-06,2025-03,2027-03,18.93
2026-07,37,616234,Chhattisgarh,2027-03,2023-03,2023-12,2025-10,38.0
2026-07,65,616236,Jharkhand,2031-03,2020-02,2020-02,2028-03,66.0
2026-07,66,616253,Jharkhand,2020-02,2028-03,2009-12,2009-12,67.0
2026-07,399,616254,Chhattisgarh,2021-04,2021-04,2025-04,2027-06,38.4
2026-07,657,616586,Madhya Pradesh,2017-08,2019-08,2025-03,2028-06,3.0
2026-07,644,616588,Himachal Pradesh,2012-06,2008-12,2027-02,2027-02,3.0
2026-07,1743,616594,Uttar Pradesh,2023-08,2025-02,2028-02,2017-10,84.0
2026-07,1738,616600,Uttar Pradesh,2023-05,2023-05,2024-08,2026-08,100.0
2026-07,1745,616604,Uttar Pradesh,2017-08,2019-07,2025-12,2026-09,8.0
2026-07,1744,616605,Uttar Pradesh,2017-10,2022-03,2025-02,2026-12,57.0
2026-07,1739,616611,Uttar Pradesh,2023-05,2023-06,2025-06,2026-09,1.0
2026-07,1740,616612,Uttar Pradesh,2023-05,2023-06,2025-06,2026-09,55.0
2026-07,1741,616615,Uttar Pradesh,2023-08,2026-06,2029-06,2023-08,97.0
2026-07,1742,616616,Uttar Pradesh,2023-08,2025-06,2028-06,2023-08,95.0
2026-07,235,616670,Madhya Pradesh,2026-02,2026-08,2024-08,2024-08,1.0
2026-07,243,616671,Tamil Nadu,2024-08,2024-08,2026-08,2027-03,23.78
2026-07,201,616672,Jharkhand,2025-03,2025-03,2026-12,2027-06,4.0
2026-07,476,616691,Andhra Pradesh,2021-02,2023-04,2025-10,2026-08,100.0
2026-07,669,616694,Odisha,2009-10,2010-05,2015-05,2027-12,24.0
2026-07,670,616695,Odisha,2017-08,2024-06,2027-03,2027-03,73.62
2026-07,529,616697,Andhra Pradesh,2024-07,2024-12,2026-05,2026-12,24.0
